,0,1
5845,kmu,kamu
5846,ga,enggak
5847,klo,kalo
5848,ksh,kasih
5849,dlm,dalam
5850,kaitannha,kaitannya
5851,ama,sama
5852,yg,yang
5853,pd,pada
5854,sud,sudah
5855,silahkan,silakan
5856,yg,yang
5857,pinter,pintar
5858,dgn,dengan
5859,yg,yang
5860,rana,ranah
5861,sampw,sampai
5862,rana,ranah
5863,thdp,terhadap
5864,knp,kenapa
5865,tsb,tersebut
5866,yg,yang
5867,krn,karena
5868,scr,secara
5869,yg,yang
5870,tdk,tidak
5871,utk,untuk
5872,tsb,tersebut
5873,yg,yang
5874,mrk,mereka
5875,pdhl,padahal
5876,yg,yang
5877,bhkn,bahkan
5878,utk,untuk
5879,spy,supaya
5880,tdk,tidak
5881,mrk,mereka
5882,yg,yang
5883,jgn,jangan
5884,kpd,kepada
5885,mrk,mereka
5886,mrk,mereka
5887,knp,kenapa
5888,mrk,mereka
5889,justeru,justru
5890,sbg,sebagai
5891,utk,untuk
5892,yg,yang
5893,klo,kalo
5894,apah,apa
5895,dak,indak
5896,ngatai,mengatai
5897,kln,kalian
5898,sukak,suka
5899,ahh,ah
5900,alloh,allah
5901,ihh,ih
5902,ngajar,mengajar
5903,termuraaahhhh,termurah
5904,udh,sudah
5905,brkunjun,berkunjung
5906,d,di
5907,bgt,banget
5908,bgt,banget
5909,yg,yang
5910,suarranya,suaranya
5911,dri,dari
5912,sihh,sih
5913,bgt,banget
5914,klo,kalo
5915,"bner""",benar-benar
5916,suarranya,suaranya
5917,iu,itu
5918,bgussss,bagus
5919,kmaren,kemarin
5920,ambilin,mengambil
5921,yg,yang
5922,syg,sayang
5923,dgn,dengan
5924,yg,yang
5925,sy,saya
5926,ttg,tentang
5927,mdh2an,mudah-mudahan
5928,anak2,anak-anak
5929,mmg,memang
5930,anak2,anak-anak
5931,dgn,dengan
5932,biasaaaa,biasa
5933,luuuaar,luar
5934,yg,yang
5935,ortu,orang tua
5936,dg,dengan
5937,bngt,banget
5938,sma,sama
5939,yaa,ya
5940,seneng,senang
5941,kereenn,keren
5942,bgt,banget
5943,bgtt,banget
5944,ma,sama
5945,km,kamu
5946,yg,yang
5947,redho,ridho
5948,rezki,rezeki
5949,yg,yang
5950,kepd,kepada
5951,org,orang
5952,luaarrr,luar
5953,biasaaa,biasa
5954,kaka,kakak
5955,jadilh,jadilah
5956,org,orang
5957,yg,yang
5958,org,orang
5959,na,nya
5960,kata2nya,kata-katanya
5961,bnr,benar
5962,terhaaru,terharu
5963,slalu,selalu
5964,kaka,kakak
5965,ttg,tentang
5966,orrunya,orang tuanya
5967,udah,sudah
5968,bnyak,banyak
5969,aj,saja
5970,ortu,orang tua
5971,ga,enggak
5972,org,orang
5973,kyak,kayak
5974,gmn,bagaimana
5975,pke,pakai
5976,klo,kalo
5977,koment,komentar
5978,it,itu
5979,koment,komentar
5980,bnget,banget
5981,ama,sama
5982,bgt,banget
5983,ma,sama
5984,bgt,banget
5985,bgt,banget
5986,ama,sama
5987,kka,kakak
5988,dri,dari
5989,flm,film
5990,ampe,sampai
5991,skrang,sekarang
5992,pake,pakai
5993,mb,mbak
5994,kalok,kalo
5995,adek2,adek-adek
5996,jd,jadi
5997,sndri,sendiri
5998,dr,dari
5999,km,kamu
6000,km,kamu
6001,rb,ribu
6002,kk,kakak
6003,tteh,teteh
6004,knpa,kenapa
6005,gak,enggak
6006,loncatt,loncat
6007,aja,saja
6008,hampasss,hempas
6009,lagiii,lagi
6010,cantiiik,cantik
6011,dlu,dulu
6012,kt,kita
6013,kyk,kayak
6014,gini,begini
6015,aja,saja
6016,yaa,ya
6017,cantikk,cantik
6018,tehh,teh
6019,bunga2,bunga-bunga
6020,apaaan,apaan
6021,lagiii,lagi
6022,ampuuunn,ampun
6023,daaah,dah
6024,skali,sekali
6025,yg,yang
6026,sma,sama
6027,gini,begini
6028,bangetttttt,banget
6029,ituh,itu
6030,cantikk,cantik
6031,cantikk,cantik
6032,cantiiikk,cantik
6033,udh,sudah
6034,msh,masih
6035,bgt,banget
6036,bgt,banget
6037,gak,enggak
6038,gak,enggak
6039,diliat,dilihat
6040,km,kamu
6041,liat,lihat
6042,kereen,keren
6043,suaranyaaaaaa,suaranya
6044,bener2,benar-benar
6045,idoolaaa,idola
6046,ga,enggak
6047,ga,enggak
6048,udah,sudah
6049,bgt,banget
6050,pake,pakai
6051,bangettt,banget
6052,pulaa,pula
6053,penyanyi2,penyanyi-penyanyi
6054,beneran,benaran
6055,yg,yang
6056,wiih,wih
6057,iyaa,iya
6058,apaa,apa
6059,miriip,mirip
6060,tp,tapi
6061,lbh,lebih
6062,jd,jadi
6063,aja,saja
6064,bs,bisa
6065,jd,jadi
6066,emang,memang
6067,blm,belum
6068,dr,dari
6069,yah,ya
6070,uhhh,uh
6071,bet,banget
6072,kaaaa,kak
6073,kaa,kak
6074,sayanggg,sayang
6075,kaa,kak
6076,liat,lihat
6077,allaahh,allah
6078,ajahhh,saja
6079,ajaaa,saja
6080,trims,terima kasih
6081,yah,ya
6082,dehat,sehat
6083,aminnnnn,amin
6084,bgt,banget
6085,bgt,banget
6086,salammmm,salam
6087,hari2,hari-hari
6088,yg,yang
6089,sihat,sehat
6090,aminnn,amin
6091,yg,yang
6092,aja,saja
6093,pengen,pengin
6094,yg,yang
6095,ayoo,ayo
6096,buruann,buruan
6097,d,di
6098,makasih,terima kasih
6099,udh,sudah
6100,saranin,menyarankan
6101,pake,pakai
6102,jd,jadi
6103,gak,enggak
6104,lg,lagi
6105,jd,jadi
6106,pede,percaya diri
6107,skrng,sekarang
6108,mksh,terima kasih
6109,silahkan,silakan
6110,yg,yang
6111,yg,yang
6112,rekomendain,rekomendasikan
6113,kaka,kakak
6114,makasih,terima kasih
6115,cntik,cantik
6116,bngt,banget
6117,trussss,terus
6118,yah,ya
6119,tp,tapi
6120,blm,belum
6121,tdk,tidak
6122,yukk,yuk
6123,cpt,cepat
6124,kmi,kami
6125,kakakuuu,kakakku
6126,aamiin,amin
6127,bgt,banget
6128,yukk,yuk
6129,ngalir,mengalir
6130,teruss,terus
6131,lohh,loh
6132,bangt,banget
6133,ga,enggak
6134,ga,enggak
6135,karna,karena
6136,cepet,cepat
6137,pesen,pesan
6138,bgt,banget
6139,pengen,pengin
6140,gak,enggak
6141,beneran,benaran
6142,ga,enggak
6143,nyesel,menyesal
6144,rekomendasiin,merekomendasikan
6145,kaka,kakak
6146,kaka,kakak
6147,gak,enggak
6148,nyesel,menyesal
6149,udah,sudah
6150,rekomendasiin,merekomendasikan
6151,ga,enggak
6152,pede,percaya diri
6153,makasih,terima kasih
6154,boong,bohong
6155,ktmu,ketemu
6156,ga,enggak
6157,nyangka,menyangka
6158,pake,pakai
6159,hub,hubungi
6160,makasih,terima kasih
6161,ksh,kasih
6162,jd,jadi
6163,gak,enggak
6164,lg,lagi
6165,pake,pakai
6166,mksh,terima kasih
6167,utk,untuk
6168,jgn,jangan
6169,yah,ya
6170,yg,yang
6171,dr,dari
6172,bkn,bukan
6173,prwtn,perawatan
6174,jg,juga
6175,pake,pakai
6176,ak,aku
6177,udh,sudah
6178,pake,pakai
6179,byk,banyak
6180,yg,yang
6181,udh,sudah
6182,ngebuktiin,membuktikan
6183,yah,ya
6184,dr,dari
6185,ak,aku
6186,prawatan,perawatan
6187,utk,untuk
6188,lbh,lebih
6189,mbk,mbak
6190,aj,saja
6191,y,ya
6192,mkin,makin
6193,cntk,cantik
6194,sj,saja
6195,yg,yang
6196,gak,enggak
6197,mo,mau
6198,pnya,punya
6199,gak,enggak
6200,mslh,masalah
6201,dimao,dimau
6202,gak,enggak
6203,hrs,harus
6204,klo,kalo
6205,cm,cuma
6206,utk,untuk
6207,dapetin,mendapati
6208,wjh,wajah
6209,pantes,pantas
6210,dijadiin,dijadikan
6211,prwtn,perawatan
6212,dr,dari
6213,udah,sudah
6214,yg,yang
6215,yg,yang
6216,ny,nya
6217,uda,sudah
6218,pd,pada
6219,pake,pakai
6220,silahkn,silakan
6221,dl,dulu
6222,ak,aku
6223,ajha,saja
6224,utk,untuk
6225,silahkan,silakan
6226,kaka,kakak
6227,yuuk,yuk
6228,kasiatnya,khasiatnya
6229,iyah,iya
6230,nyaranin,menyarankan
6231,rekomendasiin,merekomendasikan
6232,udah,sudah
6233,"minyak""an",minyak-minyakan
6234,gitu,begitu
6235,ga,enggak
6236,pake,pakai
6237,bgt,banget
6238,gak,enggak
6239,suksess,sukses
6240,slalu,selalu
6241,ka,kak
6242,jg,juga
6243,gak,enggak
6244,seneng,senang
6245,ka,kak
6246,makasih,terima kasih
6247,udh,sudah
6248,rekomendasiin,merekomendasikan
6249,pede,percaya diri
6250,ga,enggak
6251,nyangka,menyangka
6252,prodak,produk
6253,prodak,produk
6254,ga,enggak
6255,nyesel,menyesal
6256,ga,enggak
6257,trasa,terasa
6258,minpi,mimpi
6259,bner2,benar-benar
6260,gak,enggak
6261,nyangka,menyangka
6262,gak,enggak
6263,mutihin,memutihkan
6264,ak,aku
6265,gak,enggak
6266,ka,kak
6267,gak,enggak
6268,makasih,terima kasih
6269,gak,enggak
6270,th,tahun
6271,udh,sudah
6272,jd,jadi
6273,th,tahun
6274,msh,masih
6275,smster,semester
6276,sdh,sudah
6277,th,tahun
6278,udah,sudah
6279,woww,wow
6280,ntar,entar
6281,thn,tahun
6282,emang,memang
6283,th,tahun
6284,uga,juga
6285,kmren,kemarin
6286,lucuu,lucu
6287,ucull,lucu
6288,aamiin,amin
6289,"ngomong""",ngomong-ngomong
6290,thn,tahun
6291,udehh,sudah
6292,sampe,sampai
6293,skrang,sekarang
6294,ucul,lucu
6295,bnr,benar
6296,lucuk,lucu
6297,smg,semoga
6298,lucuu,lucu
6299,lucuuu,lucu
6300,bgt,banget
6301,bkn,bukan
6302,yaaa,ya
6303,jan,jangan
6304,jd,jadi
6305,yaa,ya
6306,thn,tahun
6307,masi,masih
6308,pakek,pakai
6309,pake,pakai
6310,kk,kakak
6311,pakek,pakai
6312,orng,orang
6313,orng,orang
6314,pakek,pakai
6315,yah,ya
6316,kk,kakak
6317,ka,kak
6318,klo,kalo
6319,pke,pakai
6320,cntik,cantik
6321,syngnya,sayangnya
6322,klo,kalo
6323,bnr,benar
6324,pake,pakai
6325,tauu,tau
6326,dipermainin,dipermainkan
6327,bngt,banget
6328,kl,kalo
6329,kasiatnya,khasiatnya
6330,kocakkk,kocak
6331,pake,pakai
6332,hijabb,hijab
6333,dasarrr,dasar
6334,ajaaa,saja
6335,tp,tapi
6336,jgn,jangan
6337,waaaaw,wow
6338,bngt,banget
6339,kk,kakak
6340,klau,kalau
6341,cannnnntikkkkkkk,cantik
6342,bangettt,banget
6343,mukax,mukanya
6344,gitu,begitu
6345,cantikx,cantiknya
6346,fatanik,fanatik
6347,bngt,banget
6348,mba,mbak
6349,jgn,jangan
6350,pake,pakai
6351,protestin,protestan
6352,bkn,bukan
6353,protestin,protestan
6354,kakau,kalau
6355,yg,yang
6356,kk,kakak
6357,slh,salah
6358,marh,marah
6359,kk,kakak
6360,bener,benar
6361,ka,kak
6362,pk,pakai
6363,ka,kak
6364,emngnya,memangnya
6365,pakek,pakai
6366,cantiknyaa,cantiknya
6367,klo,kalo
6368,pke,pakai
6369,darpada,daripada
6370,bgt,banget
6371,cooooooocok,cocok
6372,klw,kalau
6373,pkk,pakai
6374,jgn,jangan
6375,ka,kak
6376,kaka,kakak
6377,kaka,kakak
6378,sling,saling
6379,pake,pakai
6380,ga,enggak
6381,kk,kakak
6382,pake,pakai
6383,agama'ny,agamanya
6384,yg,yang
6385,bilng,bilang
6386,tp,tapi
6387,aq,aku
6388,gk,enggak
6389,prcy,percaya
6390,klw,kalau
6391,kk,kakak
6392,kk,kakak
6393,org,orang
6394,pantes,pantas
6395,emang,memang
6396,tetep,tetap
6397,lurusin,meluruskan
6398,kk,kakak
6399,pake,pakai
6400,gak,enggak
6401,gimana,bagaimana
6402,gak,enggak
6403,aja,saja
6404,aja,saja
6405,tp,tapi
6406,bgt,banget
6407,d,di
6408,pake,pakai
6409,aja,saja
6410,biri,biru
6411,bgt,banget
6412,d,di
6413,pake,pakai
6414,jd,jadi
6415,yg,yang
6416,nti,nanti
6417,aamiin,amin
6418,kaa,kak
6419,gmn,bagaimana
6420,blm,belum
6421,prnh,pernah
6422,yg,yang
6423,pake,pakai
6424,luco,lucu
6425,woow,wow
6426,aq,aku
6427,jg,juga
6428,ultha,ultah
6429,aja,saja
6430,yuuu,yuk
6431,batikk,batik
6432,alloh,allah
6433,q,ku
6434,jdi,jadi
6435,gemes,gemas
6436,yg,yang
6437,aja,saja
6438,pake,pakai
6439,arab2,arab-arab
6440,sm,sama
6441,yg,yang
6442,arab2,arab-arab
6443,gitu,begitu
6444,kl,kalo
6445,udah,sudah
6446,yg,yang
6447,pake,pakai
6448,aja,saja
6449,makasi,terima kasih
6450,donk,dong
6451,aja,saja
6452,jd,jadi
6453,yg,yang
6454,blm,belum
6455,dipake,dipakai
6456,ama,sama
6457,anak2,anak-anak
6458,yg,yang
6459,aja,saja
6460,syg,sayang
6461,udh,sudah
6462,ga,enggak
6463,lg,lagi
6464,udh,sudah
6465,luchu,lucu
6466,pake,pakai
6467,baguss,bagus
6468,lucuuuu,lucu
6469,bgt,banget
6470,jd,jadi
6471,aja,saja
6472,ajah,saja
6473,aja,saja
6474,abes,habis
6475,duhh,duh
6476,liat,lihat
6477,sedihhh,sedih
6478,yeee,ya
6479,syang,sayang
6480,pinter,pintar
6481,ngasi,mengasih
6482,liat,lihat
6483,gasih,enggak sih
6484,qta,kita
6485,mo,mau
6486,nda,indak
6487,sm,sama
6488,cb,coba
6489,anak2,anak-anak
6490,pengen,pengin
6491,naaaak,nak
6492,jgn,jangan
6493,astagaa,astaga
6494,ngakak,mengakak
6495,akuuu,aku
6496,astafirullah,astagfirullah
6497,msuk,masuk
6498,peragain,peragakan
6499,shayyy,say
6500,anjaayy,anjay
6501,shay,say
6502,ga,enggak
6503,ngilerrrr,mengiler
6504,trus,terus
6505,d,di
6506,jgn,jangan
6507,shay,say
6508,bayangin,bayangkan
6509,gak,enggak
6510,woyyy,woy
6511,ga,enggak
6512,jg,juga
6513,skrg,sekarang
6514,ga,enggak
6515,shaaaay,say
6516,hempaass,hempas
6517,dtg,datang
6518,sayyy,say
6519,bener,benar
6520,tar,entar
6521,kek,kayak
6522,gini,begini
6523,jgan,jangan
6524,shayy,say
6525,syantiek,cantik
6526,njay,anjay
6527,hehh,eh
6528,temen,teman
6529,qt,kita
6530,cantik2,cantik-cantik
6531,kam,kamu
6532,liat,lihat
6533,baguss,bagus
6534,bngt,banget
6535,gw,gue
6536,elu,lu
6537,yg,yang
6538,nggak,enggak
6539,inget,ingat
6540,ingeet,ingat
6541,inget,ingat
6542,ga,enggak
6543,sblh,sebelah
6544,gw,gue
6545,sblh,sebelah
6546,nyaa,nya
6547,gag,enggak
6548,nawarin,menawari
6549,ni,ini
6550,amiiiiin,amin
6551,tetep,tetap
6552,jauhhh,jauh
6553,udh,sudah
6554,bgtttt,banget
6555,baguss,bagus
6556,waaahhh,wah
6557,gini,begini
6558,yah,ya
6559,ajakin,mengajak
6560,ntar,entar
6561,gak,enggak
6562,mntn,mantan
6563,dlm,dalam
6564,yaa,ya
6565,ade,adek
6566,liatnya,lihatnya
6567,pd,pada
6568,ngakak,mengakak
6569,ngakak,mengakak
6570,ihhh,ih
6571,aje,saja
6572,luhhh,lu
6573,nyet,monyet
6574,yooookkk,yuk
6575,yg,yang
6576,gw,gue
6577,mksd,maksud
6578,yg,yang
6579,d,di
6580,kyk,kayak
6581,jrnk,jarang
6582,"jelas""",jelas-jelas
6583,cow,cowok
6584,kayax,kayak
6585,km,kamu
6586,yg,yang
6587,dblkng,dibelakang
6588,mksd,maksud
6589,gw,gue
6590,ngapain,mengapai
6591,anjirr,anjir
6592,mirippp,mirip
6593,sangattt,sangat
6594,iyap,iya
6595,mayann,lumayan
6596,indo,indonesia
6597,ngikutin,mengikuti
6598,bener,benar
6599,autuhh,tau tuh
6600,ga,enggak
6601,seneng,senang
6602,ae,saja
6603,atutt,takut
6604,ga,enggak
6605,ama,sama
6606,kyk,kayak
6607,bgt,banget
6608,mirippp,mirip
6609,bgtttt,banget
6610,kek,kayak
6611,gini,begini
6612,ketara,tertara
6613,bgt,banget
6614,yg,yang
6615,blg,bilang
6616,kek,kayak
6617,giniii,begini
6618,looo,loh
6619,bgt,banget
6620,sma,sama
6621,g,enggak
6622,liat,lihat
6623,bnget,banget
6624,ma,sama
6625,cntik,cantik
6626,pingin,pengin
6627,lgsung,langsung
6628,bgt,banget
6629,mbaaass,mbak
6630,bund,bunda
6631,g,enggak
6632,tetep,tetap
6633,bangeeettt,banget
6634,almh,almarhumah
6635,temenkuuh,temanku
6636,mmg,memang
6637,suami'y,suaminya
6638,alm,almarhum
6639,ori,orisinal
6640,bgt,banget
6641,bgt,banget
6642,bngeeeetttt,banget
6643,tp,tapi
6644,emg,memang
6645,y,ya
6646,dr,dari
6647,sm,sama
6648,yg,yang
6649,y,ya
6650,entr,entar
6651,kyax,kayak
6652,ap,apa
6653,ea,ya
6654,cuantikkk,cantik
6655,mksdnya,maksudnya
6656,yg,yang
6657,cwe,cewek
6658,aja,saja
6659,klo,kalo
6660,yg,yang
6661,cwo,cowok
6662,aja,saja
6663,gak,enggak
6664,namain,namai
6665,ga,enggak
6666,aja,saja
6667,ato,atau
6668,ato,atau
6669,ato,atau
6670,ato,atau
6671,ato,atau
6672,ato,atau
6673,ato,atau
6674,ato,atau
6675,kaaaaaaaaaakkkkkkkkkkk,kak
6676,ato,atau
6677,aja,saja
6678,aja,saja
6679,kasi,kasih
6680,aj,saja
6681,klo,kalo
6682,kucing'y,kucingnya
6683,nama'in,namai
6684,panggilan'ya,panggilannya
6685,klo,kalo
6686,kucing'y,kucingnya
6687,nama'in,namai
6688,panggilan'y,panggilannya
6689,kereen,keren
6690,gak,enggak
6691,ka,kak
6692,utk,untuk
6693,yg,yang
6694,cwo,cowok
6695,klo,kalo
6696,cwe,cewek
6697,z,saja
6698,aja,saja
6699,aja,saja
6700,kalw,kalau
6701,beneran,benaran
6702,gt,begitu
6703,gimana,bagaimana
6704,yg,yang
6705,tips2,tips-tips
6706,serem,seram
6707,serem,seram
6708,tp,tapi
6709,ttp,tetap
6710,ka,kak
6711,alu,aku
6712,bgt,banget
6713,pake,pakai
6714,aja,saja
6715,ngerrrriiii,ngeri
6716,tetep,tetap
6717,saranin,sarankan
6718,pake,pakai
6719,udah,sudah
6720,keliatan,kelihatan
6721,aja,saja
6722,karna,karena
6723,ngga,enggak
6724,bener2,benar-benar
6725,gak,enggak
6726,nyesel,menyesal
6727,ayooo,ayo
6728,aja,saja
6729,gw,gue
6730,gini,begini
6731,model2,model-model
6732,dgn,dengan
6733,utk,untuk
6734,bener,benar
6735,ngriii,mengiri
6736,amatt,amat
6737,tetep,tetap
6738,smpai,sampai
6739,orang2,orang-orang
6740,cantikkkk,cantik
6741,ngelahirin,melahirkan
6742,paksain,memaksakan
6743,biasaa,biasa
6744,pengen,pengin
6745,besarin,membesarkan
6746,hub,hubungi
6747,aja,saja
6748,bgt,banget
6749,pake,pakai
6750,kox,kok
6751,gak,enggak
6752,pake,pakai
6753,kaka,kakak
6754,bener,benar
6755,yg,yang
6756,kaka,kakak
6757,saranin,sarankan
6758,gak,enggak
6759,ka,kak
6760,bner,benar
6761,kaka,kakak
6762,saranin,sarankan
6763,bner,benar
6764,makasih,terima kasih
6765,yah,ya
6766,ka,kak
6767,wihhh,wih
6768,tetep,tetap
6769,ga,enggak
6770,th,teh
6771,tmbah,tambah
6772,cntikk,cantik
6773,pkee,pakai
6774,pake,pakai
6775,ka,kak
6776,aamiin,amin
6777,gini,begini
6778,pake,pakai
6779,sllu,selalu
6780,biasaa,biasa
6781,yaa,ya
6782,cantiikkkk,cantik
6783,bgttt,banget
6784,klo,kalo
6785,smga,semoga
6786,smkin,semakin
6787,bnyk,banyak
6788,amiiiiinnn,amin
6789,ndak,indak
6790,bgmna,bagaimana
6791,ssorg,seseorang
6792,d,di
6793,hdpn,hadapan
6794,yg,yang
6795,tsb,tersebut
6796,dg,dengan
6797,smua,semua
6798,liat,lihat
6799,foto2,foto-foto
6800,yg,yang
6801,yg,yang
6802,aminn,amin
6803,dg,dengan
6804,smakin,semakin
6805,mnambh,menambah
6806,ktaatan,ketaatan
6807,pd,pada
6808,dr,dari
6809,dg,dengan
6810,kemaren,kemarin
6811,liat,lihat
6812,mba,mbak
6813,yaa,ya
6814,ka,kak
6815,ka,kak
6816,ga,enggak
6817,stju,setuju
6818,krna,karena
6819,karna,karena
6820,ka,kak
6821,cantikkkkkk,cantik
6822,ga,enggak
6823,dilepas2,dilepas-lepas
6824,yaa,ya
6825,tehhh,teh
6826,istiqomahhh,istikamah
6827,tehhhh,teh
6828,udah,sudah
6829,engga,enggak
6830,pokonya,pokoknya
6831,prodaknya,produknya
6832,bgt,banget
6833,ga,enggak
6834,krn,karena
6835,udah,sudah
6836,dlm,dalam
6837,gak,enggak
6838,emang,memang
6839,ga,enggak
6840,kaka,kakak
6841,y,ya
6842,emng,memang
6843,yah,ya
6844,pke,pakai
6845,gk,enggak
6846,yg,yang
6847,ngerii,ngeri
6848,bangett,banget
6849,dahh,dah
6850,ngiri,mengiri
6851,aja,saja
6852,liat,lihat
6853,ga,enggak
6854,tdk,tidak
6855,yg,yang
6856,bngt,banget
6857,kaka,kakak
6858,kk,kakak
6859,kk,kakak
6860,kk,kakak
6861,imutt,imut
6862,amu,kamu
6863,nahh,nah
6864,cntikk,cantik
6865,mauuuuuuu,mau
6866,kaka,kakak
6867,jilbb,jilbab
6868,d,di
6869,g,enggak
6870,pake,pakai
6871,mw,mau
6872,liat,lihat
6873,aj,saja
6874,tmn,teman
6875,ndut,gendut
6876,udh,sudah
6877,ngecek,mengecek
6878,blom,belum
6879,yah,ya
6880,gada,enggak ada
6881,kerjaan,pekerjaan
6882,bgt,banget
6883,ngecek,mengecek
6884,ndut,gendut
6885,psti,pasti
6886,penasarn,penasaran
6887,jg,juga
6888,cuyy,cuy
6889,astauviruloh,astagfirullah
6890,binggo,banget
6891,kaakk,kak
6892,donk,dong
6893,bnget,banget
6894,udah,sudah
6895,nyaa,nya
6896,gk,enggak
6897,bnyk,banyak
6898,bgt,banget
6899,kka,kakak
6900,paaak,pak
6901,diajarin,diajari
6902,yg,yang
6903,ngikutin,mengikuti
6904,aja,saja
6905,gawl,gaul
6906,kecr,kece
6907,gilaaa,gila
6908,iih,ih
6909,lucuuu,lucu
6910,org,orang
6911,yg,yang
6912,ngajak,mengajak
6913,dgn,dengan
6914,trs,terus
6915,org2,orang-orang
6916,gemay,gemas
6917,laaaah,lah
6918,ka,kak
6919,kmu,kamu
6920,ko,kok
6921,aq,aku
6922,yah,ya
6923,donk,dong
6924,aned,banget
6925,bgt,banget
6926,gingsungny,gingsulnya
6927,sma,sama
6928,kyk,kayak
6929,blh,boleh
6930,ga,enggak
6931,bgt,banget
6932,cariin,carikan
6933,gini,begini
6934,bgt,banget
6935,yg,yang
6936,gak,enggak
6937,kenceng,kencang
6938,yg,yang
6939,cuanti,cantik
6940,kyk,kayak
6941,q,aku
6942,kmu,kamu
6943,mbanya,mbaknya
6944,hy,hai
6945,ka,kak
6946,q,ku
6947,lh,boleh
6948,knlan,kenalan
6949,g,enggak
6950,bgt,banget
6951,donk,dong
6952,udh,sudah
6953,aja,saja
6954,jngn,jangan
6955,indo,indonesia
6956,indo,indonesia
6957,jg,juga
6958,ga,enggak
6959,gw,gue
6960,liat,lihat
6961,ky,kaya
6962,mbaakk,mbak
6963,emg,memang
6964,yg,yang
6965,pnting,penting
6966,mrka,mereka
6967,gk,enggak
6968,nyusahhin,menyusahkan
6969,kmu,kamu
6970,gk,enggak
6971,mnta,minta
6972,byaran,bayaran
6973,mrka,mereka
6974,pnya,punya
6975,wlawpun,walaupun
6976,bnyak,banyak
6977,yg,yang
6978,sedangkn,sedangkan
6979,hnya,hanya
6980,tnpa,tanpa
6981,kmu,kamu
6982,pnya,punya
6983,yg,yang
6984,d,di
6985,bnggain,banggakan
6986,smpe,sampai
6987,sperti,seperti
6988,emng,memang
6989,kmu,kamu
6990,yg,yang
6991,mrka,mereka
6992,yg,yang
6993,kmu,kamu
6994,omongin,omongkan
6995,nyusahin,menyusahkan
6996,emg,memang
6997,yg,yang
6998,nyusahin,menyusahkan
6999,cmn,cuman
7000,malu2in,malu-malui
7001,indo,indonesia
7002,aja,saja
7003,emg,memang
7004,gak,enggak
7005,blm,belum
7006,dibanggain,dibanggakan
7007,tpi,tapi
7008,sma,sama
7009,wlau,walau
7010,tpi,tapi
7011,emg,memang
7012,komenan,komentar
7013,yg,yang
7014,kmu,kamu
7015,"bangga""in",membangga-banggakan
7016,tpi,tapi
7017,krya,karya
7018,kmu,kamu
7019,"bilang""",bilang-bilang
7020,tinggall,tinggal
7021,dmna,dimana
7022,bgt,banget
7023,ngebales,membalas
7024,dripda,daripada
7025,emg,memang
7026,gk,enggak
7027,bangga2in,membangga-banggakan
7028,emg,memang
7029,klo,kalo
7030,yg,yang
7031,dibnggain,dibanggakan
7032,cmn,cuman
7033,kyk,kayak
7034,gitu,begitu
7035,aja,saja
7036,wlaupun,walaupun
7037,dgn,dengan
7038,yg,yang
7039,kyk,kayak
7040,ank,anak
7041,jgn,jangan
7042,krn,karena
7043,org,orang
7044,tpi,tapi
7045,sma,sama
7046,karya2,karya-karya
7047,yg,yang
7048,gk,enggak
7049,ank,anak
7050,gk,enggak
7051,dgn,dengan
7052,karya2,karya-karya
7053,emg,memang
7054,gk,enggak
7055,sma,sama
7056,sma,sama
7057,gimana,bagaimana
7058,kyk,kayak
7059,yg,yang
7060,trs,terus
7061,drimana,darimana
7062,udh,sudah
7063,yg,yang
7064,dehh,deh
7065,jgn,jangan
7066,yaa,ya
7067,udh,sudah
7068,klo,kalo
7069,yg,yang
7070,tpi,tapi
7071,ngapain,mengapai
7072,udh,sudah
7073,gni,begini
7074,gk,enggak
7075,ank,anak
7076,dri,dari
7077,gk,enggak
7078,slh,salah
7079,trs,terus
7080,mreka,mereka
7081,jdi,jadi
7082,ngepake',memakai
7083,gksalah,enggak salah
7084,gak,enggak
7085,gk,enggak
7086,nuntut,menuntut
7087,ngebiarin,membiarkan
7088,org,orang
7089,yg,yang
7090,krn,karena
7091,spy,supaya
7092,mreka,mereka
7093,yg,yang
7094,lgi,lagi
7095,bhas,bahas
7096,tdi,tadi
7097,dri,dari
7098,ngeluarin,mengeluarkan
7099,kasian,kasihan
7100,elo,lo
7101,komenan,komentar
7102,elo,lo
7103,komenan,komentar
7104,ngatain,mengatai
7105,komenan,komentar
7106,org,orang
7107,tpi,tapi
7108,gk,enggak
7109,komenan,komentar
7110,kyk,kayak
7111,gimana,bagaimana
7112,jg,juga
7113,lagu'y,lagunya
7114,yak,ya
7115,lagu2nya,lagu-lagunya
7116,kakk,kak
7117,ka,kak
7118,jadiin,jadikan
7119,bgt,banget
7120,yak,ya
7121,guaa,gua
7122,bgt,banget
7123,kaa,kak
7124,omongin,omongkan
7125,gak,enggak
7126,diem,diam
7127,ajah,saja
7128,gausah,enggak usah
7129,nyampah,menyampah
7130,klo,kalo
7131,gw,gue
7132,"mba""",mbak-mbak
7133,donk,dong
7134,gausah,enggak usah
7135,ajah,saja
7136,jgn,jangan
7137,dh,deh
7138,bukan'a,bukannya
7139,mba,mbak
7140,tappi,tapi
7141,mang,memang
7142,dahh,dah
7143,cantikk,cantik
7144,kalli,kali
7145,mba,mbak
7146,jngn,jangan
7147,ka,kak
7148,aja,saja
7149,sm,sama
7150,gk,enggak
7151,pacara,pacaran
7152,jga,juga
7153,kalli,kali
